Designator,Mid X,Mid Y,Rotation,Layer
MH1,109.5,-71.5,0.0,top
MH2,109.5,-90.5,0.0,top
MH3,185.468,-61.652667,0.0,top
MH4,143.157,-103.615,0.0,top
MH5,214.377304,-112.64008,330.0,top
